"YEAR","MONTH","DAY","STID","TMAX","TMIN"
2016,3,14,WOOD,82.63,45.80
2016,3,15,ARD2,75.18,52.52
2016,3,15,BEAV,63.34,33.65
2016,3,15,BOIS,59.63,30.19
2016,3,15,CENT,77.22,44.41
2016,3,15,NRMN,72.14,49.35
2016,3,15,STIL,70.52,42.56
2016,3,15,TISH,76.01,50.09
2016,3,15,TULN,74.17,51.19
2016,3,15,WOOD,66.72,42.68
2016,3,16,ARD2,72.97,43.45
2016,3,16,BEAV,62.26,23.58
2016,3,16,BOIS,55.90,25.56
2016,3,16,CENT,72.09,37.04
2016,3,16,NRMN,69.64,36.90
2016,3,16,STIL,62.94,35.79
2016,3,16,TISH,71.42,44.01
2016,3,16,TULN,66.04,43.55
2016,3,16,WOOD,64.04,33.19
2016,3,17,ARD2,58.66,49.53
2016,3,17,BEAV,68.94,24.27
2016,3,17,BOIS,65.39,21.15
2016,3,17,CENT,66.65,49.59
2016,3,17,NRMN,69.89,48.74
2016,3,17,STIL,68.85,38.17
2016,3,17,TISH,62.62,48.96
2016,3,17,TULN,70.97,41.67
2016,3,17,WOOD,67.24,38.55
2016,3,18,ARD2,55.29,39.64
2016,3,18,BEAV,44.05,22.95
2016,3,18,BOIS,35.99,27.52
2016,3,18,CENT,57.85,39.29
2016,3,18,NRMN,56.28,37.73
2016,3,18,STIL,54.63,36.45
2016,3,18,TISH,55.78,38.72
2016,3,18,TULN,57.83,40.19
2016,3,18,WOOD,47.46,29.53
2016,3,19,ARD2,57.42,35.76
2016,3,19,BEAV,51.22,19.32
2016,3,19,BOIS,42.94,14.20
2016,3,19,CENT,57.90,35.23
2016,3,19,NRMN,55.69,33.11
2016,3,19,STIL,53.94,29.12
2016,3,19,TISH,56.37,35.31
2016,3,19,TULN,56.21,32.52
2016,3,19,WOOD,52.74,23.57
2016,3,20,ARD2,52.48,32.29
2016,3,20,BEAV,54.95,12.42
2016,3,20,BOIS,57.33,9.88
2016,3,20,CENT,53.17,30.49
2016,3,20,NRMN,50.40,28.19
2016,3,20,STIL,50.36,28.68
2016,3,20,TISH,52.21,30.83
2016,3,20,TULN,52.25,33.14
2016,3,20,WOOD,52.36,20.69
2016,3,21,ARD2,64.81,32.22
2016,3,21,BEAV,81.54,37.73
2016,3,21,BOIS,80.83,30.75
2016,3,21,CENT,64.45,28.98
2016,3,21,NRMN,66.83,30.76
2016,3,21,STIL,67.59,28.64
2016,3,21,TISH,63.21,27.45
2016,3,21,TULN,66.72,35.46
2016,3,21,WOOD,75.42,36.13
2016,3,22,ARD2,73.71,49.24
2016,3,22,BEAV,89.47,54.32
2016,3,22,BOIS,82.99,45.66
2016,3,22,CENT,72.30,46.15
2016,3,22,NRMN,75.88,47.70
2016,3,22,STIL,77.07,53.29
2016,3,22,TISH,72.18,46.63
2016,3,22,TULN,75.49,51.78
2016,3,22,WOOD,87.66,54.25
2016,3,23,ARD2,82.44,56.08
2016,3,23,BEAV,68.79,37.03
2016,3,23,BOIS,57.96,30.97
2016,3,23,CENT,80.28,59.34
2016,3,23,NRMN,80.67,46.51
2016,3,23,STIL,79.95,45.38
2016,3,23,TISH,78.96,57.31
2016,3,23,TULN,81.09,52.90
2016,3,23,WOOD,75.61,37.12
2016,3,24,ARD2,59.23,41.11
2016,3,24,BEAV,58.23,28.41
2016,3,24,BOIS,58.05,23.39
2016,3,24,CENT,59.90,36.41
2016,3,24,NRMN,57.69,37.10
2016,3,24,STIL,57.15,32.68
2016,3,24,TISH,58.68,36.83
2016,3,24,TULN,59.65,40.18
2016,3,24,WOOD,57.16,32.99
2016,3,25,ARD2,66.65,35.67
2016,3,25,BEAV,75.76,31.19
2016,3,25,BOIS,66.16,26.26
2016,3,25,CENT,66.38,29.50
2016,3,25,NRMN,66.94,28.48
2016,3,25,STIL,67.32,27.68
2016,3,25,TISH,65.41,31.95
2016,3,25,TULN,64.35,32.85
2016,3,25,WOOD,68.92,35.84
2016,3,26,ARD2,74.19,50.13
2016,3,26,BEAV,57.99,32.17
2016,3,26,BOIS,47.25,27.04
2016,3,26,CENT,73.58,47.70
2016,3,26,NRMN,73.60,49.30
2016,3,26,STIL,72.32,47.55
2016,3,26,TISH,72.48,48.15
2016,3,26,TULN,73.42,47.44
2016,3,26,WOOD,62.06,36.05
2016,3,27,ARD2,59.58,43.10
2016,3,27,BEAV,55.71,23.72
2016,3,27,BOIS,55.15,20.04
2016,3,27,CENT,57.13,34.91
2016,3,27,NRMN,57.31,37.51
2016,3,27,STIL,55.98,33.59
2016,3,27,TISH,58.73,37.43
2016,3,27,TULN,58.23,39.44
2016,3,27,WOOD,56.55,30.41
2016,3,28,ARD2,69.19,35.87
2016,3,28,BEAV,76.06,33.02
2016,3,28,BOIS,74.26,29.44
2016,3,28,CENT,69.48,29.15
2016,3,28,NRMN,70.05,31.23
2016,3,28,STIL,71.11,28.85
2016,3,28,TISH,67.42,31.79
2016,3,28,TULN,68.27,33.45
2016,3,28,WOOD,70.20,39.51
2016,3,29,ARD2,74.05,48.70
2016,3,29,BEAV,73.02,48.60
2016,3,29,BOIS,74.73,48.49
2016,3,29,CENT,73.90,44.30
2016,3,29,NRMN,72.30,50.90
2016,3,29,STIL,75.33,46.94
2016,3,29,TISH,72.03,47.55
2016,3,29,TULN,73.38,47.30
2016,3,29,WOOD,69.03,49.60
2016,3,30,ARD2,79.36,62.89
2016,3,30,BEAV,76.28,46.26
2016,3,30,BOIS,67.39,34.30
2016,3,30,CENT,78.58,62.10
2016,3,30,NRMN,83.08,61.30
2016,3,30,STIL,84.67,62.83
2016,3,30,TISH,76.96,62.62
2016,3,30,TULN,77.31,64.13
2016,3,30,WOOD,79.72,52.99
2016,3,31,ARD2,69.31,50.38
2016,3,31,BEAV,62.13,32.33
2016,3,31,BOIS,55.53,25.53
2016,3,31,CENT,70.68,45.42
2016,3,31,NRMN,65.98,48.58
2016,3,31,STIL,66.61,47.39
2016,3,31,TISH,69.12,49.19
2016,3,31,TULN,68.58,51.19
2016,3,31,WOOD,64.08,39.69
2016,4,1,ARD2,63.07,44.67
2016,4,1,BEAV,59.49,27.33
2016,4,1,BOIS,55.08,24.94
2016,4,1,CENT,63.81,38.53
2016,4,1,NRMN,60.62,44.28
2016,4,1,STIL,61.83,37.14
2016,4,1,TISH,62.92,42.63
2016,4,1,TULN,62.40,44.19
2016,4,1,WOOD,61.38,35.46
2016,4,2,ARD2,68.04,40.62
2016,4,2,BEAV,72.55,26.22
2016,4,2,BOIS,66.11,24.34
2016,4,2,CENT,68.67,31.48
2016,4,2,NRMN,70.16,31.67
2016,4,2,STIL,71.89,28.99
2016,4,2,TISH,68.02,35.61
2016,4,2,TULN,70.86,35.44
2016,4,2,WOOD,70.83,29.67
2016,4,3,ARD2,77.22,43.67
2016,4,3,BEAV,82.33,37.06
2016,4,3,BOIS,75.06,35.51
2016,4,3,CENT,75.20,37.87
2016,4,3,NRMN,77.04,45.09
2016,4,3,STIL,80.01,39.96
2016,4,3,TISH,75.07,36.78
2016,4,3,TULN,79.16,46.81
2016,4,3,WOOD,82.60,49.05
2016,4,4,ARD2,85.42,47.39
2016,4,4,BEAV,80.26,38.69
2016,4,4,BOIS,76.98,36.15
2016,4,4,CENT,83.71,43.64
2016,4,4,NRMN,82.96,49.51
2016,4,4,STIL,81.77,42.77
2016,4,4,TISH,83.48,44.70
2016,4,4,TULN,78.71,51.71
2016,4,4,WOOD,79.45,46.10
2016,4,5,ARD2,85.32,50.92
2016,4,5,BEAV,91.49,53.46
2016,4,5,BOIS,84.76,40.09
2016,4,5,CENT,84.49,44.06
2016,4,5,NRMN,85.78,55.20
2016,4,5,STIL,88.57,49.59
2016,4,5,TISH,82.63,51.22
2016,4,5,TULN,86.59,46.98
2016,4,5,WOOD,87.85,55.35
2016,4,6,ARD2,74.75,49.24
2016,4,6,BEAV,74.48,36.09
2016,4,6,BOIS,74.26,30.11
2016,4,6,CENT,74.64,43.66
2016,4,6,NRMN,73.02,49.06
2016,4,6,STIL,72.55,43.90
2016,4,6,TISH,73.58,43.57
2016,4,6,TULN,73.22,56.37
2016,4,6,WOOD,72.72,47.26
2016,4,7,ARD2,80.55,44.71
2016,4,7,BEAV,72.90,38.06
2016,4,7,BOIS,68.00,39.84
2016,4,7,CENT,79.92,39.60
2016,4,7,NRMN,77.36,48.29
2016,4,7,STIL,75.92,38.42
2016,4,7,TISH,79.84,41.44
2016,4,7,TULN,75.94,49.17
2016,4,7,WOOD,73.33,45.58
2016,4,8,ARD2,73.06,47.14
2016,4,8,BEAV,76.96,32.38
2016,4,8,BOIS,70.75,34.53
2016,4,8,CENT,72.52,38.17
2016,4,8,NRMN,71.08,41.41
2016,4,8,STIL,70.20,35.47
2016,4,8,TISH,71.51,41.16
2016,4,8,TULN,71.06,42.92
2016,4,8,WOOD,74.41,42.62
2016,4,9,ARD2,67.24,50.61
2016,4,9,BEAV,77.47,51.87
2016,4,9,BOIS,77.45,43.29
2016,4,9,CENT,69.96,41.93
2016,4,9,NRMN,74.08,49.19
2016,4,9,STIL,76.37,40.19
2016,4,9,TISH,66.76,40.93
2016,4,9,TULN,74.88,43.51
2016,4,9,WOOD,74.71,54.16
2016,4,10,ARD2,79.99,55.53
2016,4,10,BEAV,84.81,48.70
2016,4,10,BOIS,81.32,45.63
2016,4,10,CENT,75.31,55.51
2016,4,10,NRMN,84.74,56.25
2016,4,10,STIL,88.00,58.12
2016,4,10,TISH,76.01,54.66
2016,4,10,TULN,81.88,59.13
2016,4,10,WOOD,87.04,54.37
2016,4,11,ARD2,69.57,50.97
2016,4,11,BEAV,54.32,40.97
2016,4,11,BOIS,51.31,35.87
2016,4,11,CENT,69.21,48.27
2016,4,11,NRMN,68.25,49.37
2016,4,11,STIL,64.26,47.89
2016,4,11,TISH,69.35,51.73
2016,4,11,TULN,63.75,50.25
2016,4,11,WOOD,61.83,45.32
2016,4,12,ARD2,66.04,48.63
2016,4,12,BEAV,68.56,43.45
2016,4,12,BOIS,58.21,30.80
2016,4,12,CENT,67.95,46.02
2016,4,12,NRMN,67.66,42.81
2016,4,12,STIL,68.58,39.15
2016,4,12,TISH,65.66,48.65
2016,4,12,TULN,68.25,43.29
2016,4,12,WOOD,67.84,45.53
2016,4,13,ARD2,60.60,51.46
2016,4,13,BEAV,75.06,46.80
2016,4,13,BOIS,73.72,35.63
2016,4,13,CENT,65.10,51.75
2016,4,13,NRMN,62.19,52.65
2016,4,13,STIL,62.53,49.75
2016,4,13,TISH,61.97,50.70
2016,4,13,TULN,62.22,48.96
2016,4,13,WOOD,72.05,49.60
2016,4,14,ARD2,69.85,53.53
2016,4,14,BEAV,78.82,52.32
2016,4,14,BOIS,82.06,42.18
2016,4,14,CENT,69.94,50.63
2016,4,14,NRMN,-996.00,-996.00
2016,4,14,STIL,70.63,42.26
2016,4,14,TISH,69.04,52.92
2016,4,14,TULN,72.07,48.18
2016,4,14,WOOD,71.56,52.32
2016,4,15,ARD2,-996.00,-996.00
2016,4,15,BEAV,74.88,54.95
2016,4,15,BOIS,70.99,42.23
2016,4,15,CENT,73.76,50.77
2016,4,15,NRMN,74.08,54.75
2016,4,15,STIL,76.50,47.50
2016,4,15,TISH,71.87,50.99
2016,4,15,TULN,73.53,53.74
2016,4,15,WOOD,74.98,52.45
2016,4,16,ARD2,-996.00,-996.00
2016,4,16,BEAV,60.55,50.36
2016,4,16,BOIS,54.72,37.55
2016,4,16,CENT,72.61,61.72
2016,4,16,NRMN,75.83,62.11
2016,4,16,STIL,73.00,60.75
2016,4,16,TISH,73.15,61.47
2016,4,16,TULN,68.86,60.89
2016,4,16,WOOD,66.36,52.93
2016,4,17,ARD2,-996.00,-996.00
2016,4,17,BEAV,56.23,44.44
2016,4,17,BOIS,54.59,35.20
2016,4,17,CENT,66.09,61.29
2016,4,17,NRMN,-996.00,-996.00
2016,4,17,STIL,66.22,59.95
2016,4,17,TISH,64.89,59.23
2016,4,17,TULN,69.73,61.30
2016,4,17,WOOD,60.60,48.36
2016,4,18,ARD2,-996.00,-996.00
2016,4,18,BEAV,63.32,39.86
2016,4,18,BOIS,55.04,32.34
2016,4,18,CENT,66.00,59.31
2016,4,18,NRMN,-996.00,-996.00
2016,4,18,STIL,64.36,53.01
2016,4,18,TISH,66.88,61.05
2016,4,18,TULN,64.94,59.67
2016,4,18,WOOD,65.79,45.72
2016,4,19,ARD2,-996.00,-996.00
2016,4,19,BEAV,54.91,42.97
2016,4,19,BOIS,53.80,41.08
2016,4,19,CENT,73.96,58.37
2016,4,19,NRMN,-996.00,-996.00
2016,4,19,STIL,69.64,54.39
2016,4,19,TISH,73.17,59.49
2016,4,19,TULN,64.13,57.67
2016,4,19,WOOD,61.27,44.48
2016,4,20,ARD2,-996.00,-996.00
2016,4,20,BEAV,68.63,37.92
2016,4,20,BOIS,63.45,37.62
2016,4,20,CENT,70.57,52.11
2016,4,20,NRMN,-996.00,-996.00
2016,4,20,STIL,67.87,52.86
2016,4,20,TISH,70.11,53.87
2016,4,20,TULN,71.20,55.47
2016,4,20,WOOD,71.55,45.66
2016,4,21,ARD2,-996.00,-996.00
2016,4,21,BEAV,73.71,39.57
2016,4,21,BOIS,69.82,38.38
2016,4,21,CENT,75.09,51.80
2016,4,21,NRMN,72.16,51.57
2016,4,21,STIL,72.97,48.25
2016,4,21,TISH,75.16,53.56
2016,4,21,TULN,73.96,52.36
2016,4,21,WOOD,72.97,44.63
2016,4,22,ARD2,78.80,52.20
2016,4,22,BEAV,80.67,38.42
2016,4,22,BOIS,75.54,39.24
2016,4,22,CENT,78.82,47.25
2016,4,22,NRMN,77.77,49.86
2016,4,22,STIL,76.95,48.11
2016,4,22,TISH,78.58,51.24
2016,4,22,TULN,79.02,52.66
2016,4,22,WOOD,78.42,47.26
2016,4,23,ARD2,78.93,52.61
2016,4,23,BEAV,87.06,56.12
2016,4,23,BOIS,80.65,51.08
2016,4,23,CENT,79.56,49.35
2016,4,23,NRMN,79.66,49.75
2016,4,23,STIL,82.27,46.85
2016,4,23,TISH,78.73,50.25
2016,4,23,TULN,82.38,49.35
2016,4,23,WOOD,81.50,58.39
2016,4,24,ARD2,77.74,58.60
2016,4,24,BEAV,86.74,51.13
2016,4,24,BOIS,79.83,46.13
2016,4,24,CENT,76.91,59.47
2016,4,24,NRMN,77.63,60.37
2016,4,24,STIL,80.29,60.64
2016,4,24,TISH,76.39,56.61
2016,4,24,TULN,79.99,62.10
2016,4,24,WOOD,81.93,60.37
2016,4,25,ARD2,83.19,66.97
2016,4,25,BEAV,81.77,45.79
2016,4,25,BOIS,75.38,43.16
2016,4,25,CENT,81.63,63.93
2016,4,25,NRMN,83.41,66.15
2016,4,25,STIL,84.67,65.68
2016,4,25,TISH,82.49,63.73
2016,4,25,TULN,82.17,66.22
2016,4,25,WOOD,86.52,60.96
2016,4,26,ARD2,83.43,60.04
2016,4,26,BEAV,80.46,42.16
2016,4,26,BOIS,67.59,40.87
2016,4,26,CENT,82.42,59.40
2016,4,26,NRMN,77.61,57.40
2016,4,26,STIL,79.36,57.96
2016,4,26,TISH,81.52,59.34
2016,4,26,TULN,82.42,59.29
2016,4,26,WOOD,80.37,52.36
2016,4,27,ARD2,75.65,58.46
2016,4,27,BEAV,69.19,41.34
2016,4,27,BOIS,62.69,39.83
2016,4,27,CENT,77.45,53.38
2016,4,27,NRMN,72.09,51.82
2016,4,27,STIL,71.73,50.81
2016,4,27,TISH,75.90,55.00
2016,4,27,TULN,72.39,57.15
2016,4,27,WOOD,69.66,47.12
2016,4,28,ARD2,79.02,52.90
2016,4,28,BEAV,68.94,43.70
2016,4,28,BOIS,60.40,40.43
2016,4,28,CENT,79.57,51.04
2016,4,28,NRMN,76.48,49.66
2016,4,28,STIL,72.07,45.67
2016,4,28,TISH,78.01,52.23
2016,4,28,TULN,72.03,49.06
2016,4,28,WOOD,67.75,45.74
2016,4,29,ARD2,80.94,59.47
2016,4,29,BEAV,52.11,41.28
2016,4,29,BOIS,45.83,37.37
2016,4,29,CENT,76.41,58.89
2016,4,29,NRMN,71.92,54.61
2016,4,29,STIL,67.41,54.66
2016,4,29,TISH,75.02,58.98
2016,4,29,TULN,73.13,55.63
2016,4,29,WOOD,54.97,45.74
2016,4,30,ARD2,73.94,54.39
2016,4,30,BEAV,60.12,35.87
2016,4,30,BOIS,54.19,34.92
2016,4,30,CENT,73.62,56.17
2016,4,30,NRMN,70.43,48.61
2016,4,30,STIL,68.95,47.70
2016,4,30,TISH,72.75,56.37
2016,4,30,TULN,69.06,53.87
2016,4,30,WOOD,63.23,41.19
2016,5,1,ARD2,69.19,51.46
2016,5,1,BEAV,50.63,38.79
2016,5,1,BOIS,43.18,37.60
2016,5,1,CENT,67.57,49.30
2016,5,1,NRMN,64.51,46.28
2016,5,1,STIL,62.73,45.41
2016,5,1,TISH,68.04,51.06
2016,5,1,TULN,67.75,48.06
2016,5,1,WOOD,54.84,41.36
2016,5,2,ARD2,62.33,47.52
2016,5,2,BEAV,63.41,35.22
2016,5,2,BOIS,59.67,31.39
2016,5,2,CENT,60.58,44.31
2016,5,2,NRMN,63.41,45.67
2016,5,2,STIL,63.63,44.08
2016,5,2,TISH,60.58,45.17
2016,5,2,TULN,61.45,48.81
2016,5,2,WOOD,63.86,39.83
2016,5,3,ARD2,72.01,43.66
2016,5,3,BEAV,71.28,38.41
2016,5,3,BOIS,66.83,38.85
2016,5,3,CENT,70.77,39.28
2016,5,3,NRMN,70.63,40.49
2016,5,3,STIL,72.79,38.75
2016,5,3,TISH,71.01,41.12
2016,5,3,TULN,71.65,42.45
2016,5,3,WOOD,73.31,42.28
2016,5,4,ARD2,81.19,50.88
2016,5,4,BEAV,79.54,37.29
2016,5,4,BOIS,74.88,40.14
2016,5,4,CENT,79.84,44.91
2016,5,4,NRMN,80.10,49.21
2016,5,4,STIL,78.42,47.86
2016,5,4,TISH,80.31,49.08
2016,5,4,TULN,77.43,54.00
2016,5,4,WOOD,80.15,43.41
2016,5,5,ARD2,79.11,48.87
2016,5,5,BEAV,85.32,43.97
2016,5,5,BOIS,83.30,41.52
2016,5,5,CENT,77.43,43.09
2016,5,5,NRMN,79.18,46.39
2016,5,5,STIL,80.11,42.94
2016,5,5,TISH,77.83,46.36
2016,5,5,TULN,78.01,48.45
2016,5,5,WOOD,82.31,46.65
2016,5,6,ARD2,80.71,49.86
2016,5,6,BEAV,86.94,52.03
2016,5,6,BOIS,81.55,46.98
2016,5,6,CENT,79.07,46.10
2016,5,6,NRMN,80.62,47.98
2016,5,6,STIL,83.25,45.12
2016,5,6,TISH,78.80,46.92
2016,5,6,TULN,81.12,49.01
2016,5,6,WOOD,83.25,55.56
2016,5,7,ARD2,83.46,54.99
2016,5,7,BEAV,86.14,58.30
2016,5,7,BOIS,81.36,46.80
2016,5,7,CENT,80.49,50.36
2016,5,7,NRMN,80.33,57.25
2016,5,7,STIL,82.62,54.91
2016,5,7,TISH,80.64,49.66
2016,5,7,TULN,83.89,59.81
2016,5,7,WOOD,83.16,57.78
2016,5,8,ARD2,74.32,61.45
2016,5,8,BEAV,86.83,49.87
2016,5,8,BOIS,77.22,39.42
2016,5,8,CENT,73.31,62.44
2016,5,8,NRMN,75.15,64.45
2016,5,8,STIL,72.86,62.96
2016,5,8,TISH,73.53,59.72
2016,5,8,TULN,73.83,64.90
2016,5,8,WOOD,84.13,58.95
2016,5,9,ARD2,84.07,60.46
2016,5,9,BEAV,78.67,48.45
2016,5,9,BOIS,72.21,38.33
2016,5,9,CENT,73.58,60.46
2016,5,9,NRMN,77.79,63.16
2016,5,9,STIL,78.67,61.30
2016,5,9,TISH,78.13,59.23
2016,5,9,TULN,77.63,63.45
2016,5,9,WOOD,83.95,53.71
2016,5,10,ARD2,91.20,64.56
2016,5,10,BEAV,91.74,41.91
2016,5,10,BOIS,82.18,42.47
2016,5,10,CENT,87.15,60.33
2016,5,10,NRMN,89.47,52.05
2016,5,10,STIL,89.71,48.83
2016,5,10,TISH,87.87,59.52
2016,5,10,TULN,88.11,58.33
2016,5,10,WOOD,88.43,48.02
2016,5,11,ARD2,86.27,63.75
2016,5,11,BEAV,76.01,51.01
2016,5,11,BOIS,69.39,45.70
2016,5,11,CENT,83.64,64.02
2016,5,11,NRMN,83.89,64.90
2016,5,11,STIL,81.14,67.12
2016,5,11,TISH,83.39,59.50
2016,5,11,TULN,84.16,68.41
2016,5,11,WOOD,76.06,55.38
2016,5,12,ARD2,79.20,57.67
2016,5,12,BEAV,76.28,44.16
2016,5,12,BOIS,69.22,41.63
2016,5,12,CENT,77.95,54.63
2016,5,12,NRMN,78.48,54.64
2016,5,12,STIL,78.08,53.04
2016,5,12,TISH,77.72,55.36
2016,5,12,TULN,76.86,57.74
2016,5,12,WOOD,76.14,49.46
2016,5,13,ARD2,82.40,52.29
2016,5,13,BEAV,88.79,49.64
2016,5,13,BOIS,81.81,46.26
2016,5,13,CENT,79.95,48.56
2016,5,13,NRMN,82.53,51.08
2016,5,13,STIL,84.11,49.68
2016,5,13,TISH,79.23,48.90
2016,5,13,TULN,82.89,54.27
2016,5,13,WOOD,86.90,52.56
2016,5,14,ARD2,73.58,54.75
2016,5,14,BEAV,60.67,43.30
2016,5,14,BOIS,60.84,43.70
2016,5,14,CENT,65.89,50.92
2016,5,14,NRMN,63.93,51.13
2016,5,14,STIL,64.24,49.42
2016,5,14,TISH,66.36,52.52
2016,5,14,TULN,63.19,49.28
2016,5,14,WOOD,60.69,46.54
2016,5,15,ARD2,69.19,55.47
2016,5,15,BEAV,59.83,48.31
2016,5,15,BOIS,56.30,44.44
2016,5,15,CENT,66.42,52.18
2016,5,15,NRMN,66.47,50.50
2016,5,15,STIL,69.37,52.68
2016,5,15,TISH,67.98,54.25
2016,5,15,TULN,68.16,51.84
2016,5,15,WOOD,62.10,49.59
2016,5,16,ARD2,73.90,60.51
2016,5,16,BEAV,74.28,48.38
2016,5,16,BOIS,64.06,45.45
2016,5,16,CENT,74.44,59.47
2016,5,16,NRMN,73.44,55.99
2016,5,16,STIL,66.34,55.74
2016,5,16,TISH,75.58,59.14
2016,5,16,TULN,65.59,55.24
2016,5,16,WOOD,67.66,49.46
2016,5,17,ARD2,68.49,57.13
2016,5,17,BEAV,55.38,47.21
2016,5,17,BOIS,51.33,43.72
2016,5,17,CENT,67.69,55.69
2016,5,17,NRMN,67.19,55.36
2016,5,17,STIL,64.36,55.31
2016,5,17,TISH,68.29,55.09
2016,5,17,TULN,63.75,54.75
2016,5,17,WOOD,56.89,48.09
2016,5,18,ARD2,60.87,54.03
2016,5,18,BEAV,66.97,41.33
2016,5,18,BOIS,59.11,44.80
2016,5,18,CENT,60.89,54.37
2016,5,18,NRMN,63.45,50.68
2016,5,18,STIL,67.12,49.69
2016,5,18,TISH,59.58,53.89
2016,5,18,TULN,67.44,52.61
2016,5,18,WOOD,65.61,45.55
2016,5,19,ARD2,60.60,56.97
2016,5,19,BEAV,63.82,49.23
2016,5,19,BOIS,65.34,48.72
2016,5,19,CENT,62.46,54.88
2016,5,19,NRMN,60.73,50.85
2016,5,19,STIL,62.17,47.73
2016,5,19,TISH,60.94,56.93
2016,5,19,TULN,63.37,49.01
2016,5,19,WOOD,58.26,51.84
2016,5,20,ARD2,76.51,58.55
2016,5,20,BEAV,77.05,50.25
2016,5,20,BOIS,81.19,47.84
2016,5,20,CENT,75.43,58.33
2016,5,20,NRMN,74.80,56.03
2016,5,20,STIL,72.07,56.05
2016,5,20,TISH,75.06,58.24
2016,5,20,TULN,70.61,56.95
2016,5,20,WOOD,70.47,53.20
2016,5,21,ARD2,80.56,57.52
2016,5,21,BEAV,87.17,58.91
2016,5,21,BOIS,84.78,53.58
2016,5,21,CENT,81.45,55.36
2016,5,21,NRMN,81.34,62.38
2016,5,21,STIL,81.14,60.51
2016,5,21,TISH,80.04,57.81
2016,5,21,TULN,78.80,57.72
2016,5,21,WOOD,79.61,61.05
2016,5,22,ARD2,81.30,68.04
2016,5,22,BEAV,84.72,66.34
2016,5,22,BOIS,85.23,58.24
2016,5,22,CENT,80.17,64.49
2016,5,22,NRMN,82.18,65.98
2016,5,22,STIL,82.54,63.95
2016,5,22,TISH,80.15,65.98
2016,5,22,TULN,81.68,64.27
2016,5,22,WOOD,77.81,66.63
2016,5,23,ARD2,77.40,61.61
2016,5,23,BEAV,88.54,63.39
2016,5,23,BOIS,82.15,54.21
2016,5,23,CENT,74.89,63.52
2016,5,23,NRMN,77.27,64.08
2016,5,23,STIL,80.85,67.30
2016,5,23,TISH,76.77,62.26
2016,5,23,TULN,71.67,62.65
2016,5,23,WOOD,85.17,64.85
2016,5,24,ARD2,83.01,64.71
2016,5,24,BEAV,93.00,66.70
2016,5,24,BOIS,85.95,51.55
2016,5,24,CENT,84.15,66.76
2016,5,24,NRMN,86.38,70.59
2016,5,24,STIL,86.68,66.06
2016,5,24,TISH,83.03,64.83
2016,5,24,TULN,86.20,68.22
2016,5,24,WOOD,87.64,68.40
2016,5,25,ARD2,84.61,74.91
2016,5,25,BEAV,92.82,59.40
2016,5,25,BOIS,83.55,47.98
2016,5,25,CENT,83.86,68.58
2016,5,25,NRMN,87.39,74.89
2016,5,25,STIL,88.79,65.82
2016,5,25,TISH,83.44,73.36
2016,5,25,TULN,87.35,64.45
2016,5,25,WOOD,91.69,69.91
2016,5,26,ARD2,82.85,71.62
2016,5,26,BEAV,91.85,50.02
2016,5,26,BOIS,83.43,42.57
2016,5,26,CENT,80.60,69.39
2016,5,26,NRMN,84.72,63.05
2016,5,26,STIL,86.00,71.89
2016,5,26,TISH,79.41,70.21
2016,5,26,TULN,84.16,73.24
2016,5,26,WOOD,86.63,60.10
2016,5,27,ARD2,80.62,64.06
2016,5,27,BEAV,79.66,48.63
2016,5,27,BOIS,68.23,41.79
2016,5,27,CENT,76.39,64.51
2016,5,27,NRMN,83.73,63.57
