"YEAR","MONTH","DAY","STID","TMAX","TMIN"
2016,5,27,STIL,81.86,65.89
2016,5,27,TISH,77.68,63.90
2016,5,27,TULN,78.44,67.15
2016,5,27,WOOD,79.18,57.42
2016,5,28,ARD2,84.65,65.30
2016,5,28,BEAV,83.97,46.63
2016,5,28,BOIS,76.93,41.51
2016,5,28,CENT,83.21,64.26
2016,5,28,NRMN,82.09,62.26
2016,5,28,STIL,84.20,61.63
2016,5,28,TISH,82.78,63.61
2016,5,28,TULN,81.54,65.32
2016,5,28,WOOD,82.02,50.85
2016,5,29,ARD2,85.48,65.17
2016,5,29,BEAV,78.17,54.30
2016,5,29,BOIS,80.20,51.22
2016,5,29,CENT,84.72,67.48
2016,5,29,NRMN,87.17,67.53
2016,5,29,STIL,89.11,65.14
2016,5,29,TISH,84.56,66.42
2016,5,29,TULN,86.74,65.66
2016,5,29,WOOD,73.09,57.09
2016,5,30,ARD2,82.33,65.46
2016,5,30,BEAV,85.15,45.76
2016,5,30,BOIS,83.03,44.83
2016,5,30,CENT,79.84,65.39
2016,5,30,NRMN,81.43,65.17
2016,5,30,STIL,81.03,66.04
2016,5,30,TISH,80.49,64.35
2016,5,30,TULN,76.78,63.88
2016,5,30,WOOD,81.93,52.54
2016,5,31,ARD2,77.13,65.44
2016,5,31,BEAV,76.01,56.37
2016,5,31,BOIS,74.01,52.79
2016,5,31,CENT,74.77,63.72
2016,5,31,NRMN,81.43,66.79
2016,5,31,STIL,82.11,64.76
2016,5,31,TISH,75.99,64.13
2016,5,31,TULN,81.41,62.10
2016,5,31,WOOD,75.69,55.92
2016,6,1,ARD2,-996.00,-996.00
2016,6,1,BEAV,77.65,55.69
2016,6,1,BOIS,71.29,51.58
2016,6,1,CENT,80.04,63.23
2016,6,1,NRMN,73.35,66.09
2016,6,1,STIL,79.05,67.01
2016,6,1,TISH,78.39,63.90
2016,6,1,TULN,78.75,67.80
2016,6,1,WOOD,76.28,59.41
2016,6,2,ARD2,-996.00,-996.00
2016,6,2,BEAV,79.66,55.98
2016,6,2,BOIS,76.89,48.56
2016,6,2,CENT,75.97,66.24
2016,6,2,NRMN,76.55,66.69
2016,6,2,STIL,81.52,66.81
2016,6,2,TISH,71.19,64.35
2016,6,2,TULN,80.91,67.98
2016,6,2,WOOD,76.55,62.28
2016,6,3,ARD2,-996.00,-996.00
2016,6,3,BEAV,86.70,51.84
2016,6,3,BOIS,85.75,51.51
2016,6,3,CENT,81.07,65.95
2016,6,3,NRMN,78.60,66.02
2016,6,3,STIL,81.00,65.52
2016,6,3,TISH,79.72,66.87
2016,6,3,TULN,79.30,67.51
2016,6,3,WOOD,81.23,58.32
2016,6,4,ARD2,-996.00,-996.00
2016,6,4,BEAV,86.52,59.68
2016,6,4,BOIS,81.82,54.54
2016,6,4,CENT,82.98,63.79
2016,6,4,NRMN,85.48,62.11
2016,6,4,STIL,87.64,59.97
2016,6,4,TISH,82.47,65.37
2016,6,4,TULN,85.69,64.20
2016,6,4,WOOD,84.07,59.99
2016,6,5,ARD2,-996.00,-996.00
2016,6,5,BEAV,84.92,47.77
2016,6,5,BOIS,84.29,49.66
2016,6,5,CENT,83.26,55.96
2016,6,5,NRMN,83.37,57.18
2016,6,5,STIL,84.22,55.72
2016,6,5,TISH,83.12,59.68
2016,6,5,TULN,82.83,61.41
2016,6,5,WOOD,82.44,53.76
2016,6,6,ARD2,84.83,59.23
2016,6,6,BEAV,90.97,53.01
2016,6,6,BOIS,86.61,52.47
2016,6,6,CENT,85.12,56.46
2016,6,6,NRMN,85.15,56.52
2016,6,6,STIL,88.12,55.22
2016,6,6,TISH,83.86,58.80
2016,6,6,TULN,86.74,59.59
2016,6,6,WOOD,87.24,56.08
2016,6,7,ARD2,87.71,60.71
2016,6,7,BEAV,90.66,61.27
2016,6,7,BOIS,84.81,56.98
2016,6,7,CENT,88.34,57.42
2016,6,7,NRMN,89.26,60.08
2016,6,7,STIL,90.21,58.53
2016,6,7,TISH,88.30,58.84
2016,6,7,TULN,87.08,63.75
2016,6,7,WOOD,88.77,62.96
2016,6,8,ARD2,91.17,64.33
2016,6,8,BEAV,95.16,66.90
2016,6,8,BOIS,90.28,60.28
2016,6,8,CENT,90.00,60.19
2016,6,8,NRMN,89.87,66.69
2016,6,8,STIL,91.31,63.41
2016,6,8,TISH,90.16,61.29
2016,6,8,TULN,91.78,64.96
2016,6,8,WOOD,89.49,68.34
2016,6,9,ARD2,90.63,66.87
2016,6,9,BEAV,93.74,69.89
2016,6,9,BOIS,88.65,57.81
2016,6,9,CENT,89.29,67.46
2016,6,9,NRMN,88.27,68.36
2016,6,9,STIL,89.19,68.29
2016,6,9,TISH,89.24,64.44
2016,6,9,TULN,90.30,72.46
2016,6,9,WOOD,89.76,70.23
2016,6,10,ARD2,91.18,72.16
2016,6,10,BEAV,89.83,68.97
2016,6,10,BOIS,90.05,58.71
2016,6,10,CENT,90.03,69.53
2016,6,10,NRMN,90.45,71.91
2016,6,10,STIL,91.13,71.40
2016,6,10,TISH,89.60,67.46
2016,6,10,TULN,90.61,75.36
2016,6,10,WOOD,89.98,68.58
2016,6,11,ARD2,89.08,70.12
2016,6,11,BEAV,94.35,69.37
2016,6,11,BOIS,87.53,63.84
2016,6,11,CENT,89.51,70.12
2016,6,11,NRMN,91.02,71.38
2016,6,11,STIL,92.73,70.70
2016,6,11,TISH,89.10,69.13
2016,6,11,TULN,91.45,75.49
2016,6,11,WOOD,90.46,68.41
2016,6,12,ARD2,82.81,70.16
2016,6,12,BEAV,93.52,63.05
2016,6,12,BOIS,92.62,62.80
2016,6,12,CENT,81.93,69.46
2016,6,12,NRMN,80.87,68.54
2016,6,12,STIL,88.09,71.08
2016,6,12,TISH,84.20,70.23
2016,6,12,TULN,87.53,74.01
2016,6,12,WOOD,89.37,67.86
2016,6,13,ARD2,-996.00,-996.00
2016,6,13,BEAV,86.22,62.28
2016,6,13,BOIS,83.57,60.28
2016,6,13,CENT,84.18,71.15
2016,6,13,NRMN,83.32,68.85
2016,6,13,STIL,84.88,70.77
2016,6,13,TISH,82.26,69.37
2016,6,13,TULN,87.08,72.86
2016,6,13,WOOD,84.79,66.85
2016,6,14,ARD2,-996.00,-996.00
2016,6,14,BEAV,90.91,65.46
2016,6,14,BOIS,87.94,56.39
2016,6,14,CENT,90.84,70.20
2016,6,14,NRMN,89.65,69.26
2016,6,14,STIL,91.63,71.58
2016,6,14,TISH,91.04,70.23
2016,6,14,TULN,91.98,74.64
2016,6,14,WOOD,87.39,67.23
2016,6,15,ARD2,-996.00,-996.00
2016,6,15,BEAV,97.93,71.01
2016,6,15,BOIS,95.40,53.83
2016,6,15,CENT,92.46,74.77
2016,6,15,NRMN,93.18,75.72
2016,6,15,STIL,98.58,76.39
2016,6,15,TISH,92.64,73.67
2016,6,15,TULN,96.22,78.42
2016,6,15,WOOD,94.73,74.30
2016,6,16,ARD2,-996.00,-996.00
2016,6,16,BEAV,94.51,61.45
2016,6,16,BOIS,95.23,58.60
2016,6,16,CENT,94.05,74.61
2016,6,16,NRMN,93.63,75.58
2016,6,16,STIL,97.81,77.04
2016,6,16,TISH,93.11,73.60
2016,6,16,TULN,95.29,77.13
2016,6,16,WOOD,92.71,67.57
2016,6,17,ARD2,95.79,75.67
2016,6,17,BEAV,97.23,70.61
2016,6,17,BOIS,95.43,50.22
2016,6,17,CENT,94.14,73.27
2016,6,17,NRMN,95.04,74.03
2016,6,17,STIL,100.99,76.62
2016,6,17,TISH,93.90,72.95
2016,6,17,TULN,97.90,79.23
2016,6,17,WOOD,94.69,76.48
2016,6,18,ARD2,93.36,72.88
2016,6,18,BEAV,86.16,67.23
2016,6,18,BOIS,87.96,61.66
2016,6,18,CENT,93.40,72.75
2016,6,18,NRMN,91.22,72.28
2016,6,18,STIL,93.43,68.67
2016,6,18,TISH,93.18,72.43
2016,6,18,TULN,93.54,75.85
2016,6,18,WOOD,84.11,64.54
2016,6,19,ARD2,89.89,72.52
2016,6,19,BEAV,92.82,62.62
2016,6,19,BOIS,91.76,59.40
2016,6,19,CENT,89.33,72.18
2016,6,19,NRMN,89.15,70.74
2016,6,19,STIL,92.10,71.98
2016,6,19,TISH,88.95,72.97
2016,6,19,TULN,91.18,75.20
2016,6,19,WOOD,90.21,66.74
2016,6,20,ARD2,91.51,69.82
2016,6,20,BEAV,95.68,69.31
2016,6,20,BOIS,94.19,63.70
2016,6,20,CENT,92.03,67.95
2016,6,20,NRMN,92.59,72.52
2016,6,20,STIL,95.79,72.46
2016,6,20,TISH,91.47,69.33
2016,6,20,TULN,93.11,74.59
2016,6,20,WOOD,92.25,71.38
2016,6,21,ARD2,95.27,70.75
2016,6,21,BEAV,96.55,68.68
2016,6,21,BOIS,94.66,61.45
2016,6,21,CENT,93.83,71.85
2016,6,21,NRMN,93.43,71.26
2016,6,21,STIL,97.02,73.18
2016,6,21,TISH,94.05,71.19
2016,6,21,TULN,95.59,75.52
2016,6,21,WOOD,91.74,72.55
2016,6,22,ARD2,95.76,77.90
2016,6,22,BEAV,101.48,74.01
2016,6,22,BOIS,99.19,64.24
2016,6,22,CENT,93.85,76.28
2016,6,22,NRMN,93.27,76.32
2016,6,22,STIL,97.18,76.87
2016,6,22,TISH,94.53,75.63
2016,6,22,TULN,96.39,79.07
2016,6,22,WOOD,94.51,77.20
2016,6,23,ARD2,95.34,77.90
2016,6,23,BEAV,88.77,73.13
2016,6,23,BOIS,92.88,62.73
2016,6,23,CENT,92.88,75.02
2016,6,23,NRMN,93.42,75.87
2016,6,23,STIL,97.30,78.15
2016,6,23,TISH,94.06,75.47
2016,6,23,TULN,96.24,78.49
2016,6,23,WOOD,92.17,73.13
2016,6,24,ARD2,93.20,75.83
2016,6,24,BEAV,95.31,66.78
2016,6,24,BOIS,94.26,63.63
2016,6,24,CENT,92.05,72.52
2016,6,24,NRMN,89.56,74.89
2016,6,24,STIL,93.76,75.47
2016,6,24,TISH,92.62,71.71
2016,6,24,TULN,92.39,77.49
2016,6,24,WOOD,91.00,70.32
2016,6,25,ARD2,92.89,74.53
2016,6,25,BEAV,96.55,71.06
2016,6,25,BOIS,93.70,63.93
2016,6,25,CENT,91.89,72.09
2016,6,25,NRMN,91.67,73.76
2016,6,25,STIL,94.91,73.58
2016,6,25,TISH,94.21,70.39
2016,6,25,TULN,94.71,77.95
2016,6,25,WOOD,91.36,70.65
2016,6,26,ARD2,95.13,72.45
2016,6,26,BEAV,89.60,64.29
2016,6,26,BOIS,86.94,63.01
2016,6,26,CENT,91.98,71.58
2016,6,26,NRMN,92.01,70.45
2016,6,26,STIL,96.40,71.83
2016,6,26,TISH,94.41,71.24
2016,6,26,TULN,94.93,73.18
2016,6,26,WOOD,86.86,67.59
2016,6,27,ARD2,92.53,69.51
2016,6,27,BEAV,95.90,63.48
2016,6,27,BOIS,89.11,59.72
2016,6,27,CENT,92.75,69.08
2016,6,27,NRMN,89.55,68.94
2016,6,27,STIL,91.33,72.21
2016,6,27,TISH,91.47,69.19
2016,6,27,TULN,92.16,72.66
2016,6,27,WOOD,92.62,65.46
2016,6,28,ARD2,93.63,72.43
2016,6,28,BEAV,94.96,62.56
2016,6,28,BOIS,90.66,62.73
2016,6,28,CENT,91.13,69.94
2016,6,28,NRMN,90.63,72.41
2016,6,28,STIL,93.83,70.14
2016,6,28,TISH,93.16,70.48
2016,6,28,TULN,94.24,72.45
2016,6,28,WOOD,92.50,63.12
2016,6,29,ARD2,91.24,67.77
2016,6,29,BEAV,90.14,63.97
2016,6,29,BOIS,92.03,58.78
2016,6,29,CENT,91.63,63.30
2016,6,29,NRMN,89.80,66.09
2016,6,29,STIL,92.88,66.22
2016,6,29,TISH,91.02,66.97
2016,6,29,TULN,93.83,67.35
2016,6,29,WOOD,88.05,64.71
2016,6,30,ARD2,93.07,68.09
2016,6,30,BEAV,91.35,65.34
2016,6,30,BOIS,87.10,59.95
2016,6,30,CENT,91.78,68.45
2016,6,30,NRMN,91.06,71.38
2016,6,30,STIL,92.34,71.82
2016,6,30,TISH,92.91,67.21
2016,6,30,TULN,93.87,72.75
2016,6,30,WOOD,90.79,69.62
2016,7,1,ARD2,94.06,72.03
2016,7,1,BEAV,83.62,65.08
2016,7,1,BOIS,86.40,63.07
2016,7,1,CENT,91.53,69.37
2016,7,1,NRMN,86.88,74.59
2016,7,1,STIL,78.48,70.38
2016,7,1,TISH,94.73,69.22
2016,7,1,TULN,85.64,72.28
2016,7,1,WOOD,80.47,67.17
2016,7,2,ARD2,95.59,75.45
2016,7,2,BEAV,92.80,67.06
2016,7,2,BOIS,88.47,65.28
2016,7,2,CENT,93.87,73.11
2016,7,2,NRMN,93.07,73.72
2016,7,2,STIL,94.46,73.09
2016,7,2,TISH,94.66,70.97
2016,7,2,TULN,94.95,71.44
2016,7,2,WOOD,91.85,68.97
2016,7,3,ARD2,95.00,79.68
2016,7,3,BEAV,84.69,66.06
2016,7,3,BOIS,84.16,59.83
2016,7,3,CENT,93.40,69.24
2016,7,3,NRMN,92.98,72.86
2016,7,3,STIL,88.52,69.96
2016,7,3,TISH,94.51,73.63
2016,7,3,TULN,89.94,71.02
2016,7,3,WOOD,84.79,66.76
2016,7,4,ARD2,90.88,73.78
2016,7,4,BEAV,97.38,63.63
2016,7,4,BOIS,91.29,57.36
2016,7,4,CENT,90.21,69.82
2016,7,4,NRMN,90.79,71.26
2016,7,4,STIL,93.47,71.02
2016,7,4,TISH,90.48,72.07
2016,7,4,TULN,91.29,71.38
2016,7,4,WOOD,93.99,66.72
2016,7,5,ARD2,95.56,73.58
2016,7,5,BEAV,98.46,68.43
2016,7,5,BOIS,97.12,60.62
2016,7,5,CENT,94.08,75.20
2016,7,5,NRMN,96.22,75.87
2016,7,5,STIL,96.15,77.02
2016,7,5,TISH,93.85,72.48
2016,7,5,TULN,95.79,78.24
2016,7,5,WOOD,94.66,71.91
2016,7,6,ARD2,94.82,78.55
2016,7,6,BEAV,99.14,71.67
2016,7,6,BOIS,98.24,61.09
2016,7,6,CENT,95.47,77.76
2016,7,6,NRMN,94.42,79.20
2016,7,6,STIL,95.72,77.18
2016,7,6,TISH,96.33,77.02
2016,7,6,TULN,95.43,74.62
2016,7,6,WOOD,95.56,73.11
2016,7,7,ARD2,95.50,78.33
2016,7,7,BEAV,100.85,73.53
2016,7,7,BOIS,99.43,60.10
2016,7,7,CENT,96.91,77.86
2016,7,7,NRMN,93.67,79.30
2016,7,7,STIL,96.06,81.46
2016,7,7,TISH,96.91,77.94
2016,7,7,TULN,95.16,80.69
2016,7,7,WOOD,102.40,79.61
2016,7,8,ARD2,95.90,76.50
2016,7,8,BEAV,90.54,69.76
2016,7,8,BOIS,86.20,64.62
2016,7,8,CENT,94.60,73.89
2016,7,8,NRMN,89.62,72.09
2016,7,8,STIL,87.10,69.82
2016,7,8,TISH,95.13,74.98
2016,7,8,TULN,86.25,72.55
2016,7,8,WOOD,86.92,69.15
2016,7,9,ARD2,87.75,67.73
2016,7,9,BEAV,95.65,65.50
2016,7,9,BOIS,96.76,56.30
2016,7,9,CENT,80.26,69.40
2016,7,9,NRMN,88.97,71.74
2016,7,9,STIL,91.36,72.07
2016,7,9,TISH,85.42,68.14
2016,7,9,TULN,89.37,75.07
2016,7,9,WOOD,93.16,66.60
2016,7,10,ARD2,93.54,66.38
2016,7,10,BEAV,98.04,70.09
2016,7,10,BOIS,101.68,69.85
2016,7,10,CENT,92.52,67.28
2016,7,10,NRMN,92.41,69.06
2016,7,10,STIL,92.30,70.11
2016,7,10,TISH,92.68,65.88
2016,7,10,TULN,94.64,72.63
2016,7,10,WOOD,95.52,69.60
2016,7,11,ARD2,93.70,75.52
2016,7,11,BEAV,101.07,73.85
2016,7,11,BOIS,102.16,65.19
2016,7,11,CENT,91.69,74.95
2016,7,11,NRMN,91.87,76.35
2016,7,11,STIL,91.15,77.04
2016,7,11,TISH,93.54,74.43
2016,7,11,TULN,93.76,75.87
2016,7,11,WOOD,94.91,75.74
2016,7,12,ARD2,93.16,76.24
2016,7,12,BEAV,93.52,65.35
2016,7,12,BOIS,92.98,68.45
2016,7,12,CENT,92.48,76.21
2016,7,12,NRMN,92.14,76.55
2016,7,12,STIL,92.03,78.49
2016,7,12,TISH,93.85,76.21
2016,7,12,TULN,93.67,75.43
2016,7,12,WOOD,98.42,76.50
2016,7,13,ARD2,96.31,78.10
2016,7,13,BEAV,97.14,71.67
2016,7,13,BOIS,96.84,58.23
2016,7,13,CENT,93.16,76.82
2016,7,13,NRMN,93.02,77.40
2016,7,13,STIL,94.71,69.08
2016,7,13,TISH,95.43,75.99
2016,7,13,TULN,96.53,79.66
2016,7,13,WOOD,101.17,77.49
2016,7,14,ARD2,95.18,73.76
2016,7,14,BEAV,87.62,64.20
2016,7,14,BOIS,87.89,62.69
2016,7,14,CENT,90.19,68.40
2016,7,14,NRMN,90.28,71.82
2016,7,14,STIL,84.65,68.18
2016,7,14,TISH,92.59,71.02
2016,7,14,TULN,89.53,66.97
2016,7,14,WOOD,82.60,69.06
2016,7,15,ARD2,87.21,68.04
2016,7,15,BEAV,95.58,62.37
2016,7,15,BOIS,98.11,58.51
2016,7,15,CENT,86.95,68.81
2016,7,15,NRMN,85.64,66.24
2016,7,15,STIL,88.29,68.29
2016,7,15,TISH,86.81,68.52
2016,7,15,TULN,88.20,70.36
2016,7,15,WOOD,90.09,63.91
2016,7,16,ARD2,92.89,70.21
2016,7,16,BEAV,90.70,59.20
2016,7,16,BOIS,98.64,58.05
2016,7,16,CENT,91.53,71.94
2016,7,16,NRMN,89.87,71.29
2016,7,16,STIL,91.54,73.49
2016,7,16,TISH,93.02,71.49
2016,7,16,TULN,91.54,72.07
2016,7,16,WOOD,88.74,61.02
2016,7,17,ARD2,95.07,77.29
2016,7,17,BEAV,100.04,73.20
2016,7,17,BOIS,101.23,69.64
2016,7,17,CENT,93.27,72.93
2016,7,17,NRMN,92.71,76.26
2016,7,17,STIL,93.58,76.14
2016,7,17,TISH,94.15,74.12
2016,7,17,TULN,94.68,79.02
2016,7,17,WOOD,96.48,73.22
2016,7,18,ARD2,95.34,75.40
2016,7,18,BEAV,99.45,69.58
2016,7,18,BOIS,96.33,62.82
2016,7,18,CENT,93.47,72.90
2016,7,18,NRMN,93.67,73.58
2016,7,18,STIL,95.67,72.61
2016,7,18,TISH,94.57,70.38
2016,7,18,TULN,94.69,78.87
2016,7,18,WOOD,97.11,73.47
2016,7,19,ARD2,95.99,74.26
2016,7,19,BEAV,97.21,68.68
2016,7,19,BOIS,95.11,61.41
2016,7,19,CENT,94.48,72.99
2016,7,19,NRMN,93.07,74.25
2016,7,19,STIL,95.00,73.92
2016,7,19,TISH,95.86,71.19
2016,7,19,TULN,95.04,77.05
2016,7,19,WOOD,94.44,70.93
2016,7,20,ARD2,96.39,77.70
2016,7,20,BEAV,100.35,74.84
2016,7,20,BOIS,98.37,64.98
2016,7,20,CENT,94.95,74.10
2016,7,20,NRMN,93.78,76.23
2016,7,20,STIL,96.58,76.19
2016,7,20,TISH,97.03,73.51
2016,7,20,TULN,96.13,78.94
2016,7,20,WOOD,99.00,76.75
2016,7,21,ARD2,97.39,75.76
2016,7,21,BEAV,102.83,75.13
2016,7,21,BOIS,101.75,69.35
2016,7,21,CENT,95.68,70.74
2016,7,21,NRMN,95.29,75.00
2016,7,21,STIL,99.14,75.34
2016,7,21,TISH,98.35,70.38
2016,7,21,TULN,97.84,80.26
2016,7,21,WOOD,101.30,77.74
2016,7,22,ARD2,99.61,73.76
2016,7,22,BEAV,104.58,70.66
2016,7,22,BOIS,102.45,68.72
2016,7,22,CENT,97.11,70.57
2016,7,22,NRMN,96.48,74.48
2016,7,22,STIL,100.71,75.33
2016,7,22,TISH,99.30,70.27
2016,7,22,TULN,99.79,80.85
2016,7,22,WOOD,103.33,77.36
2016,7,23,ARD2,99.82,73.85
2016,7,23,BEAV,103.78,71.40
2016,7,23,BOIS,101.05,73.94
2016,7,23,CENT,97.30,71.13
2016,7,23,NRMN,96.76,75.52
2016,7,23,STIL,101.39,74.34
2016,7,23,TISH,99.63,70.86
2016,7,23,TULN,99.41,79.12
2016,7,23,WOOD,102.13,76.51
2016,7,24,ARD2,99.54,73.89
2016,7,24,BEAV,97.18,71.40
2016,7,24,BOIS,91.96,67.73
2016,7,24,CENT,98.33,73.00
2016,7,24,NRMN,97.18,75.60
2016,7,24,STIL,102.15,76.66
2016,7,24,TISH,99.01,72.54
2016,7,24,TULN,100.08,79.45
2016,7,24,WOOD,100.40,77.13
2016,7,25,ARD2,96.60,74.84
2016,7,25,BEAV,87.53,67.41
2016,7,25,BOIS,87.71,62.73
2016,7,25,CENT,95.29,75.24
2016,7,25,NRMN,94.32,72.68
2016,7,25,STIL,95.56,78.35
2016,7,25,TISH,96.67,74.26
2016,7,25,TULN,91.67,79.45
2016,7,25,WOOD,91.54,70.21
2016,7,26,ARD2,91.87,73.90
2016,7,26,BEAV,92.43,69.28
2016,7,26,BOIS,94.71,61.66
2016,7,26,CENT,91.62,71.64
2016,7,26,NRMN,89.17,72.19
2016,7,26,STIL,90.91,73.56
2016,7,26,TISH,90.70,72.10
2016,7,26,TULN,93.67,75.92
2016,7,26,WOOD,92.77,69.37
2016,7,27,ARD2,93.47,72.59
2016,7,27,BEAV,96.03,66.69
2016,7,27,BOIS,95.09,63.95
2016,7,27,CENT,88.68,70.77
2016,7,27,NRMN,91.89,72.88
2016,7,27,STIL,92.57,74.44
2016,7,27,TISH,89.31,71.31
2016,7,27,TULN,93.97,73.20
2016,7,27,WOOD,97.11,67.80
2016,7,28,ARD2,95.83,72.75
2016,7,28,BEAV,96.48,64.40
2016,7,28,BOIS,95.29,59.68
2016,7,28,CENT,93.83,70.83
2016,7,28,NRMN,92.43,72.03
2016,7,28,STIL,95.68,71.06
2016,7,28,TISH,94.98,71.10
2016,7,28,TULN,96.58,74.34
2016,7,28,WOOD,97.88,70.21
2016,7,29,ARD2,94.98,73.04
2016,7,29,BEAV,86.95,63.88
2016,7,29,BOIS,87.46,62.31
2016,7,29,CENT,93.16,73.06
2016,7,29,NRMN,86.11,68.27
2016,7,29,STIL,85.21,67.21
2016,7,29,TISH,95.45,70.66
2016,7,29,TULN,90.27,71.98
2016,7,29,WOOD,89.67,64.35
2016,7,30,ARD2,98.87,76.75
2016,7,30,BEAV,97.14,65.19
2016,7,30,BOIS,92.05,58.12
2016,7,30,CENT,96.04,72.05
2016,7,30,NRMN,90.28,72.95
2016,7,30,STIL,88.18,69.84
2016,7,30,TISH,98.56,72.75
2016,7,30,TULN,86.81,70.43
2016,7,30,WOOD,93.02,69.19
2016,7,31,ARD2,98.13,75.25
2016,7,31,BEAV,99.52,67.26
2016,7,31,BOIS,93.79,62.49
2016,7,31,CENT,97.34,72.37
2016,7,31,NRMN,94.42,75.42
2016,7,31,STIL,95.13,74.86
2016,7,31,TISH,98.17,72.21
2016,7,31,TULN,97.41,75.78
2016,7,31,WOOD,100.06,70.47
2016,8,1,ARD2,98.56,78.69
2016,8,1,BEAV,101.25,73.96
2016,8,1,BOIS,95.68,62.28
2016,8,1,CENT,98.53,75.52
2016,8,1,NRMN,96.06,77.14
2016,8,1,STIL,96.01,76.91
2016,8,1,TISH,99.19,75.34
2016,8,1,TULN,98.40,79.47
2016,8,1,WOOD,100.18,77.63
2016,8,2,ARD2,99.91,75.88
2016,8,2,BEAV,96.28,67.91
2016,8,2,BOIS,94.35,64.83
2016,8,2,CENT,98.82,69.76
2016,8,2,NRMN,96.98,74.79
2016,8,2,STIL,97.95,75.40
2016,8,2,TISH,99.36,70.68
2016,8,2,TULN,100.85,78.35
2016,8,2,WOOD,94.98,74.95
2016,8,3,ARD2,100.63,73.92
2016,8,3,BEAV,97.09,65.52
2016,8,3,BOIS,90.79,65.79
2016,8,3,CENT,99.86,68.16
2016,8,3,NRMN,99.25,74.44
2016,8,3,STIL,97.70,78.37
2016,8,3,TISH,100.17,67.64
2016,8,3,TULN,100.49,82.04
2016,8,3,WOOD,101.84,66.02
2016,8,4,ARD2,100.29,77.52
2016,8,4,BEAV,99.97,72.57
2016,8,4,BOIS,93.43,64.54
2016,8,4,CENT,99.41,71.94
2016,8,4,NRMN,94.77,78.12
2016,8,4,STIL,95.27,78.33
2016,8,4,TISH,100.54,71.76
2016,8,4,TULN,100.65,81.46
2016,8,4,WOOD,98.01,78.58
2016,8,5,ARD2,99.23,79.68
2016,8,5,BEAV,87.94,68.79
2016,8,5,BOIS,84.31,59.92
2016,8,5,CENT,99.45,72.32
2016,8,5,NRMN,97.14,75.00
2016,8,5,STIL,95.27,79.90
2016,8,5,TISH,99.45,75.15
2016,8,5,TULN,99.37,80.83
2016,8,5,WOOD,88.83,71.98
2016,8,6,ARD2,98.40,80.40
2016,8,6,BEAV,85.87,66.29
2016,8,6,BOIS,88.45,62.71
2016,8,6,CENT,97.16,76.98
2016,8,6,NRMN,94.14,77.49
2016,8,6,STIL,90.57,72.97
2016,8,6,TISH,98.56,77.41
2016,8,6,TULN,85.10,70.86
2016,8,6,WOOD,86.23,68.32
2016,8,7,ARD2,100.63,74.75
2016,8,7,BEAV,92.82,68.61
2016,8,7,BOIS,90.93,60.98
2016,8,7,CENT,100.87,74.48
2016,8,7,NRMN,99.09,74.64
2016,8,7,STIL,98.42,75.83
2016,8,7,TISH,101.10,74.35
2016,8,7,TULN,95.20,75.07
2016,8,7,WOOD,95.54,69.82
2016,8,8,ARD2,100.81,73.60
2016,8,8,BEAV,94.50,66.74
2016,8,8,BOIS,90.72,62.31
2016,8,8,CENT,99.75,70.02
2016,8,8,NRMN,94.80,75.33
2016,8,8,STIL,93.72,74.89
2016,8,8,TISH,101.70,71.53
2016,8,8,TULN,90.93,73.69
2016,8,8,WOOD,92.95,68.23
2016,8,9,ARD2,95.09,73.26
2016,8,9,BEAV,90.10,68.85
2016,8,9,BOIS,89.08,62.58
2016,8,9,CENT,96.98,71.06
