"YEAR","MONTH","DAY","STID","TMAX","TMIN"
2016,8,9,NRMN,95.16,75.04
2016,8,9,STIL,96.06,72.36
2016,8,9,TISH,96.85,72.12
2016,8,9,TULN,95.68,73.22
2016,8,9,WOOD,92.80,69.12
2016,8,10,ARD2,98.49,77.85
2016,8,10,BEAV,98.53,70.93
2016,8,10,BOIS,93.94,64.40
2016,8,10,CENT,98.85,74.95
2016,8,10,NRMN,97.75,77.81
2016,8,10,STIL,98.10,76.14
2016,8,10,TISH,100.00,75.22
2016,8,10,TULN,97.11,74.12
2016,8,10,WOOD,99.93,73.71
2016,8,11,ARD2,100.71,77.79
2016,8,11,BEAV,99.10,71.20
2016,8,11,BOIS,88.63,67.44
2016,8,11,CENT,100.17,78.01
2016,8,11,NRMN,100.47,78.62
2016,8,11,STIL,100.67,78.21
2016,8,11,TISH,101.68,75.51
2016,8,11,TULN,99.59,80.71
2016,8,11,WOOD,103.89,72.19
2016,8,12,ARD2,99.95,77.77
2016,8,12,BEAV,89.33,68.49
2016,8,12,BOIS,81.21,60.64
2016,8,12,CENT,93.72,75.13
2016,8,12,NRMN,90.66,78.22
2016,8,12,STIL,89.92,74.71
2016,8,12,TISH,98.08,72.10
2016,8,12,TULN,88.09,79.25
2016,8,12,WOOD,93.79,71.37
2016,8,13,ARD2,90.54,73.80
2016,8,13,BEAV,90.27,60.40
2016,8,13,BOIS,84.79,57.52
2016,8,13,CENT,91.85,71.46
2016,8,13,NRMN,90.09,71.15
2016,8,13,STIL,91.83,68.05
2016,8,13,TISH,93.33,75.18
2016,8,13,TULN,91.15,70.72
2016,8,13,WOOD,90.70,63.07
2016,8,14,ARD2,89.78,68.70
2016,8,14,BEAV,87.35,55.89
2016,8,14,BOIS,84.13,56.28
2016,8,14,CENT,89.65,68.45
2016,8,14,NRMN,87.21,67.59
2016,8,14,STIL,89.62,63.79
2016,8,14,TISH,92.03,69.73
2016,8,14,TULN,86.23,67.21
2016,8,14,WOOD,87.01,57.81
2016,8,15,ARD2,83.80,68.23
2016,8,15,BEAV,92.93,59.79
2016,8,15,BOIS,88.47,53.78
2016,8,15,CENT,82.13,63.10
2016,8,15,NRMN,88.11,70.20
2016,8,15,STIL,91.56,69.62
2016,8,15,TISH,83.03,64.65
2016,8,15,TULN,84.27,68.54
2016,8,15,WOOD,93.99,67.05
2016,8,16,ARD2,89.82,61.41
2016,8,16,BEAV,95.99,58.69
2016,8,16,BOIS,90.79,57.79
2016,8,16,CENT,89.87,59.07
2016,8,16,NRMN,89.91,64.92
2016,8,16,STIL,92.97,63.25
2016,8,16,TISH,90.00,57.24
2016,8,16,TULN,90.73,63.09
2016,8,16,WOOD,97.23,66.92
2016,8,17,ARD2,87.69,71.65
2016,8,17,BEAV,96.84,57.92
2016,8,17,BOIS,90.37,57.43
2016,8,17,CENT,88.25,70.48
2016,8,17,NRMN,90.68,69.19
2016,8,17,STIL,91.60,68.23
2016,8,17,TISH,89.28,72.88
2016,8,17,TULN,90.99,71.19
2016,8,17,WOOD,94.98,66.15
2016,8,18,ARD2,82.74,73.22
2016,8,18,BEAV,93.58,60.08
2016,8,18,BOIS,90.45,55.80
2016,8,18,CENT,85.32,72.37
2016,8,18,NRMN,87.69,70.57
2016,8,18,STIL,92.34,70.32
2016,8,18,TISH,84.33,71.60
2016,8,18,TULN,88.16,73.15
2016,8,18,WOOD,92.01,68.68
2016,8,19,ARD2,76.98,69.44
2016,8,19,BEAV,89.74,68.86
2016,8,19,BOIS,84.78,59.02
2016,8,19,CENT,82.51,68.43
2016,8,19,NRMN,85.73,69.44
2016,8,19,STIL,91.60,70.05
2016,8,19,TISH,78.85,68.32
2016,8,19,TULN,91.89,74.59
2016,8,19,WOOD,95.88,67.93
2016,8,20,ARD2,82.13,68.20
2016,8,20,BEAV,81.00,59.43
2016,8,20,BOIS,73.08,53.33
2016,8,20,CENT,80.15,65.41
2016,8,20,NRMN,84.78,67.06
2016,8,20,STIL,84.63,62.76
2016,8,20,TISH,83.01,66.34
2016,8,20,TULN,84.97,66.60
2016,8,20,WOOD,82.29,64.35
2016,8,21,ARD2,84.99,63.55
2016,8,21,BEAV,86.36,52.43
2016,8,21,BOIS,81.88,57.34
2016,8,21,CENT,84.81,60.55
2016,8,21,NRMN,83.89,57.51
2016,8,21,STIL,85.17,54.75
2016,8,21,TISH,85.21,62.38
2016,8,21,TULN,85.10,58.93
2016,8,21,WOOD,85.93,57.60
2016,8,22,ARD2,-996.00,-996.00
2016,8,22,BEAV,90.64,63.21
2016,8,22,BOIS,85.30,59.76
2016,8,22,CENT,83.46,58.21
2016,8,22,NRMN,88.56,56.10
2016,8,22,STIL,89.94,54.10
2016,8,22,TISH,81.27,61.74
2016,8,22,TULN,88.11,58.42
2016,8,22,WOOD,90.19,60.93
2016,8,23,ARD2,-996.00,-996.00
2016,8,23,BEAV,101.08,69.84
2016,8,23,BOIS,92.05,59.95
2016,8,23,CENT,91.20,73.13
2016,8,23,NRMN,90.01,73.87
2016,8,23,STIL,91.31,74.41
2016,8,23,TISH,92.61,72.68
2016,8,23,TULN,88.12,74.73
2016,8,23,WOOD,94.55,71.58
2016,8,24,ARD2,92.35,74.68
2016,8,24,BEAV,88.52,65.97
2016,8,24,BOIS,82.35,57.20
2016,8,24,CENT,95.09,71.80
2016,8,24,NRMN,94.82,75.88
2016,8,24,STIL,97.12,78.71
2016,8,24,TISH,94.59,72.21
2016,8,24,TULN,97.84,79.34
2016,8,24,WOOD,88.03,72.57
2016,8,25,ARD2,92.66,70.39
2016,8,25,BEAV,75.79,63.73
2016,8,25,BOIS,74.98,59.02
2016,8,25,CENT,94.95,67.46
2016,8,25,NRMN,94.26,72.72
2016,8,25,STIL,92.35,68.00
2016,8,25,TISH,93.42,69.42
2016,8,25,TULN,97.27,73.92
2016,8,25,WOOD,85.12,67.12
2016,8,26,ARD2,90.45,71.11
2016,8,26,BEAV,84.52,65.39
2016,8,26,BOIS,81.91,59.22
2016,8,26,CENT,90.16,69.30
2016,8,26,NRMN,91.90,68.50
2016,8,26,STIL,89.96,67.26
2016,8,26,TISH,88.03,68.95
2016,8,26,TULN,88.66,71.82
2016,8,26,WOOD,85.55,64.69
2016,8,27,ARD2,91.44,67.78
2016,8,27,BEAV,88.68,59.70
2016,8,27,BOIS,86.72,57.72
2016,8,27,CENT,93.04,68.65
2016,8,27,NRMN,92.23,70.00
2016,8,27,STIL,91.90,68.99
2016,8,27,TISH,90.68,67.32
2016,8,27,TULN,94.21,72.90
2016,8,27,WOOD,93.94,64.31
2016,8,28,ARD2,90.73,70.97
2016,8,28,BEAV,88.52,63.34
2016,8,28,BOIS,82.63,59.29
2016,8,28,CENT,92.59,69.33
2016,8,28,NRMN,92.53,69.24
2016,8,28,STIL,93.13,71.67
2016,8,28,TISH,92.32,69.84
2016,8,28,TULN,95.02,73.98
2016,8,28,WOOD,90.81,65.30
2016,8,29,ARD2,93.27,69.31
2016,8,29,BEAV,80.02,65.64
2016,8,29,BOIS,71.15,62.04
2016,8,29,CENT,92.14,69.82
2016,8,29,NRMN,91.17,68.70
2016,8,29,STIL,87.55,69.39
2016,8,29,TISH,93.38,69.71
2016,8,29,TULN,87.66,72.70
2016,8,29,WOOD,88.50,67.12
2016,8,30,ARD2,93.51,71.10
2016,8,30,BEAV,78.57,66.09
2016,8,30,BOIS,72.34,61.34
2016,8,30,CENT,93.99,67.46
2016,8,30,NRMN,93.42,69.67
2016,8,30,STIL,92.79,68.97
2016,8,30,TISH,93.36,69.21
2016,8,30,TULN,94.37,69.85
2016,8,30,WOOD,84.94,67.26
2016,8,31,ARD2,92.61,71.02
2016,8,31,BEAV,81.27,63.79
2016,8,31,BOIS,77.85,62.08
2016,8,31,CENT,92.68,68.59
2016,8,31,NRMN,90.34,69.71
2016,8,31,STIL,88.39,69.40
2016,8,31,TISH,92.19,70.27
2016,8,31,TULN,91.83,71.13
2016,8,31,WOOD,75.58,66.70
2016,9,1,ARD2,-996.00,-996.00
2016,9,1,BEAV,80.64,63.77
2016,9,1,BOIS,78.40,60.28
2016,9,1,CENT,85.23,69.89
2016,9,1,NRMN,85.66,69.40
2016,9,1,STIL,81.73,69.76
2016,9,1,TISH,85.75,70.30
2016,9,1,TULN,83.37,70.30
2016,9,1,WOOD,79.12,66.63
2016,9,2,ARD2,-996.00,-996.00
2016,9,2,BEAV,85.46,62.31
2016,9,2,BOIS,81.82,62.94
2016,9,2,CENT,87.39,62.38
2016,9,2,NRMN,83.25,67.26
2016,9,2,STIL,83.32,64.98
2016,9,2,TISH,86.27,67.80
2016,9,2,TULN,84.69,61.20
2016,9,2,WOOD,80.78,62.60
2016,9,3,ARD2,-996.00,-996.00
2016,9,3,BEAV,89.65,66.78
2016,9,3,BOIS,87.51,64.11
2016,9,3,CENT,87.58,58.64
2016,9,3,NRMN,87.84,64.51
2016,9,3,STIL,86.18,61.03
2016,9,3,TISH,85.75,62.76
2016,9,3,TULN,85.93,58.01
2016,9,3,WOOD,87.78,64.29
2016,9,4,ARD2,89.22,64.74
2016,9,4,BEAV,91.72,69.26
2016,9,4,BOIS,90.43,65.17
2016,9,4,CENT,89.98,63.95
2016,9,4,NRMN,90.63,68.23
2016,9,4,STIL,89.89,66.83
2016,9,4,TISH,88.34,63.77
2016,9,4,TULN,90.66,65.10
2016,9,4,WOOD,89.76,69.71
2016,9,5,ARD2,92.77,73.85
2016,9,5,BEAV,93.33,69.01
2016,9,5,BOIS,89.64,62.62
2016,9,5,CENT,93.94,71.69
2016,9,5,NRMN,94.32,72.46
2016,9,5,STIL,94.08,72.99
2016,9,5,TISH,93.25,70.48
2016,9,5,TULN,96.39,72.39
2016,9,5,WOOD,91.96,71.62
2016,9,6,ARD2,91.80,74.75
2016,9,6,BEAV,91.62,68.74
2016,9,6,BOIS,87.26,62.62
2016,9,6,CENT,92.50,72.68
2016,9,6,NRMN,93.60,74.37
2016,9,6,STIL,92.62,75.51
2016,9,6,TISH,91.36,72.82
2016,9,6,TULN,96.82,77.16
2016,9,6,WOOD,91.29,71.55
2016,9,7,ARD2,93.63,75.88
2016,9,7,BEAV,89.85,67.64
2016,9,7,BOIS,84.52,63.91
2016,9,7,CENT,95.22,73.78
2016,9,7,NRMN,94.15,76.28
2016,9,7,STIL,93.16,77.50
2016,9,7,TISH,94.60,71.53
2016,9,7,TULN,96.17,77.00
2016,9,7,WOOD,90.66,70.36
2016,9,8,ARD2,95.86,77.31
2016,9,8,BEAV,93.33,69.49
2016,9,8,BOIS,82.09,62.80
2016,9,8,CENT,96.49,75.36
2016,9,8,NRMN,95.59,77.83
2016,9,8,STIL,95.16,79.81
2016,9,8,TISH,96.24,74.88
2016,9,8,TULN,99.07,80.20
2016,9,8,WOOD,94.51,72.75
2016,9,9,ARD2,93.06,76.03
2016,9,9,BEAV,95.13,63.48
2016,9,9,BOIS,86.02,59.05
2016,9,9,CENT,94.57,74.68
2016,9,9,NRMN,93.40,67.12
2016,9,9,STIL,92.98,67.91
2016,9,9,TISH,94.96,71.24
2016,9,9,TULN,93.65,70.50
2016,9,9,WOOD,95.02,63.79
2016,9,10,ARD2,81.28,59.34
2016,9,10,BEAV,79.43,49.68
2016,9,10,BOIS,75.67,45.53
2016,9,10,CENT,82.85,53.49
2016,9,10,NRMN,79.72,56.86
2016,9,10,STIL,78.06,56.32
2016,9,10,TISH,82.47,55.36
2016,9,10,TULN,80.35,60.37
2016,9,10,WOOD,77.49,53.94
2016,9,11,ARD2,86.04,54.75
2016,9,11,BEAV,90.19,57.45
2016,9,11,BOIS,90.00,53.42
2016,9,11,CENT,87.49,48.40
2016,9,11,NRMN,85.53,52.50
2016,9,11,STIL,83.93,52.81
2016,9,11,TISH,84.81,52.70
2016,9,11,TULN,84.97,54.82
2016,9,11,WOOD,85.23,56.62
2016,9,12,ARD2,89.69,59.14
2016,9,12,BEAV,93.74,66.87
2016,9,12,BOIS,88.92,58.66
2016,9,12,CENT,90.70,57.87
2016,9,12,NRMN,90.14,63.55
2016,9,12,STIL,90.36,62.58
2016,9,12,TISH,89.51,60.26
2016,9,12,TULN,90.57,63.01
2016,9,12,WOOD,90.18,68.07
2016,9,13,ARD2,91.44,67.62
2016,9,13,BEAV,67.32,57.83
2016,9,13,BOIS,67.78,54.59
2016,9,13,CENT,93.20,67.96
2016,9,13,NRMN,92.55,69.67
2016,9,13,STIL,91.60,69.01
2016,9,13,TISH,92.62,64.85
2016,9,13,TULN,91.54,73.00
2016,9,13,WOOD,75.02,59.34
2016,9,14,ARD2,89.10,70.43
2016,9,14,BEAV,80.04,56.28
2016,9,14,BOIS,73.58,55.20
2016,9,14,CENT,91.63,67.19
2016,9,14,NRMN,82.72,65.10
2016,9,14,STIL,80.87,63.73
2016,9,14,TISH,89.83,68.88
2016,9,14,TULN,84.83,69.93
2016,9,14,WOOD,79.39,55.74
2016,9,15,ARD2,88.20,67.91
2016,9,15,BEAV,88.68,61.72
2016,9,15,BOIS,83.26,56.79
2016,9,15,CENT,89.47,66.52
2016,9,15,NRMN,83.21,66.11
2016,9,15,STIL,86.34,66.00
2016,9,15,TISH,87.85,68.70
2016,9,15,TULN,88.72,66.22
2016,9,15,WOOD,85.26,65.66
2016,9,16,ARD2,90.09,68.34
2016,9,16,BEAV,80.65,59.14
2016,9,16,BOIS,78.03,53.69
2016,9,16,CENT,91.04,67.06
2016,9,16,NRMN,85.33,67.42
2016,9,16,STIL,81.50,66.38
2016,9,16,TISH,90.36,69.12
2016,9,16,TULN,80.56,63.21
2016,9,16,WOOD,85.69,66.87
2016,9,17,ARD2,91.58,67.06
2016,9,17,BEAV,84.67,60.51
2016,9,17,BOIS,78.57,53.67
2016,9,17,CENT,91.33,64.29
2016,9,17,NRMN,87.01,63.43
2016,9,17,STIL,84.81,62.15
2016,9,17,TISH,91.15,66.33
2016,9,17,TULN,85.05,61.63
2016,9,17,WOOD,81.07,65.93
2016,9,18,ARD2,90.28,66.61
2016,9,18,BEAV,92.88,55.65
2016,9,18,BOIS,88.11,49.06
2016,9,18,CENT,90.10,66.27
2016,9,18,NRMN,88.09,63.19
2016,9,18,STIL,89.13,62.91
2016,9,18,TISH,90.21,66.83
2016,9,18,TULN,89.96,66.83
2016,9,18,WOOD,88.70,57.78
2016,9,19,ARD2,96.06,70.88
2016,9,19,BEAV,97.99,54.91
2016,9,19,BOIS,92.82,51.40
2016,9,19,CENT,95.09,71.19
2016,9,19,NRMN,94.91,71.60
2016,9,19,STIL,97.61,69.96
2016,9,19,TISH,95.56,70.41
2016,9,19,TULN,96.31,69.78
2016,9,19,WOOD,97.02,67.78
2016,9,20,ARD2,94.71,72.93
2016,9,20,BEAV,96.93,69.62
2016,9,20,BOIS,92.26,49.60
2016,9,20,CENT,94.48,74.98
2016,9,20,NRMN,93.83,73.72
2016,9,20,STIL,96.12,73.45
2016,9,20,TISH,94.37,73.24
2016,9,20,TULN,97.74,76.89
2016,9,20,WOOD,95.20,73.89
2016,9,21,ARD2,89.31,70.66
2016,9,21,BEAV,95.43,71.96
2016,9,21,BOIS,86.97,61.43
2016,9,21,CENT,89.91,69.15
2016,9,21,NRMN,88.86,73.17
2016,9,21,STIL,91.92,72.95
2016,9,21,TISH,90.25,68.92
2016,9,21,TULN,92.25,75.40
2016,9,21,WOOD,94.35,72.05
2016,9,22,ARD2,90.75,65.28
2016,9,22,BEAV,93.99,67.93
2016,9,22,BOIS,89.35,58.28
2016,9,22,CENT,90.10,65.55
2016,9,22,NRMN,88.59,68.20
2016,9,22,STIL,92.50,68.61
2016,9,22,TISH,89.71,64.22
2016,9,22,TULN,92.82,68.54
2016,9,22,WOOD,91.87,69.94
2016,9,23,ARD2,89.65,67.03
2016,9,23,BEAV,89.44,64.08
2016,9,23,BOIS,86.31,55.29
2016,9,23,CENT,90.61,65.01
2016,9,23,NRMN,88.65,69.24
2016,9,23,STIL,91.71,66.69
2016,9,23,TISH,89.98,65.73
2016,9,23,TULN,93.13,66.56
2016,9,23,WOOD,88.56,65.88
2016,9,24,ARD2,89.91,73.42
2016,9,24,BEAV,84.11,66.33
2016,9,24,BOIS,78.31,45.90
2016,9,24,CENT,89.69,72.63
2016,9,24,NRMN,86.81,68.74
2016,9,24,STIL,89.24,68.11
2016,9,24,TISH,90.05,72.70
2016,9,24,TULN,92.73,69.96
2016,9,24,WOOD,84.36,64.53
2016,9,25,ARD2,77.36,63.01
2016,9,25,BEAV,76.62,52.50
2016,9,25,BOIS,71.94,46.58
2016,9,25,CENT,78.13,62.47
2016,9,25,NRMN,77.27,63.88
2016,9,25,STIL,72.45,62.38
2016,9,25,TISH,75.79,62.11
2016,9,25,TULN,74.68,61.75
2016,9,25,WOOD,71.29,54.84
2016,9,26,ARD2,76.87,55.58
2016,9,26,BEAV,76.60,39.27
2016,9,26,BOIS,74.68,39.82
2016,9,26,CENT,77.85,52.74
2016,9,26,NRMN,76.01,54.30
2016,9,26,STIL,76.23,52.12
2016,9,26,TISH,76.66,53.92
2016,9,26,TULN,76.60,55.40
2016,9,26,WOOD,74.93,44.39
2016,9,27,ARD2,80.58,51.13
2016,9,27,BEAV,88.47,41.70
2016,9,27,BOIS,82.87,42.74
2016,9,27,CENT,82.11,47.39
2016,9,27,NRMN,80.02,50.50
2016,9,27,STIL,83.14,48.24
2016,9,27,TISH,80.76,49.17
2016,9,27,TULN,83.53,50.38
2016,9,27,WOOD,88.84,51.10
2016,9,28,ARD2,91.80,54.32
2016,9,28,BEAV,88.30,43.05
2016,9,28,BOIS,85.37,45.59
2016,9,28,CENT,88.74,47.57
2016,9,28,NRMN,86.59,57.45
2016,9,28,STIL,85.41,55.54
2016,9,28,TISH,90.73,51.15
2016,9,28,TULN,82.65,56.70
2016,9,28,WOOD,86.45,56.30
2016,9,29,ARD2,73.85,51.78
2016,9,29,BEAV,74.71,43.17
2016,9,29,BOIS,75.25,43.91
2016,9,29,CENT,74.64,50.34
2016,9,29,NRMN,72.57,51.30
2016,9,29,STIL,74.07,49.28
2016,9,29,TISH,72.86,53.58
2016,9,29,TULN,74.26,49.93
2016,9,29,WOOD,72.01,42.14
2016,9,30,ARD2,77.16,51.31
2016,9,30,BEAV,80.46,44.59
2016,9,30,BOIS,81.14,47.71
2016,9,30,CENT,78.62,43.36
2016,9,30,NRMN,75.54,47.62
2016,9,30,STIL,76.62,46.31
2016,9,30,TISH,76.66,50.23
2016,9,30,TULN,78.75,51.58
2016,9,30,WOOD,77.36,45.15
2016,10,1,ARD2,79.90,55.83
2016,10,1,BEAV,85.51,56.91
2016,10,1,BOIS,81.81,50.74
2016,10,1,CENT,79.56,52.38
2016,10,1,NRMN,78.13,56.55
2016,10,1,STIL,81.75,52.32
2016,10,1,TISH,78.94,55.87
2016,10,1,TULN,80.82,51.17
2016,10,1,WOOD,82.53,54.36
2016,10,2,ARD2,81.64,55.17
2016,10,2,BEAV,88.66,55.20
2016,10,2,BOIS,84.61,46.28
2016,10,2,CENT,83.82,52.66
2016,10,2,NRMN,82.06,58.32
2016,10,2,STIL,84.88,56.14
2016,10,2,TISH,81.21,55.81
2016,10,2,TULN,84.36,57.85
2016,10,2,WOOD,83.05,55.06
2016,10,3,ARD2,83.25,60.26
2016,10,3,BEAV,89.82,61.95
2016,10,3,BOIS,86.49,54.64
2016,10,3,CENT,84.02,55.90
2016,10,3,NRMN,81.59,59.95
2016,10,3,STIL,83.98,56.57
2016,10,3,TISH,83.14,56.03
2016,10,3,TULN,84.72,57.07
2016,10,3,WOOD,83.98,61.47
2016,10,4,ARD2,83.55,66.13
2016,10,4,BEAV,81.07,52.36
2016,10,4,BOIS,75.88,46.26
2016,10,4,CENT,86.38,63.34
2016,10,4,NRMN,82.00,66.78
2016,10,4,STIL,83.39,65.82
2016,10,4,TISH,82.90,62.89
2016,10,4,TULN,86.70,66.33
2016,10,4,WOOD,86.79,58.75
2016,10,5,ARD2,89.02,73.45
2016,10,5,BEAV,83.64,38.24
2016,10,5,BOIS,77.52,39.62
2016,10,5,CENT,89.74,71.73
2016,10,5,NRMN,88.77,63.88
2016,10,5,STIL,91.22,64.35
2016,10,5,TISH,88.07,72.36
2016,10,5,TULN,90.21,64.99
2016,10,5,WOOD,88.29,48.16
2016,10,6,ARD2,87.03,66.99
2016,10,6,BEAV,83.93,40.79
2016,10,6,BOIS,73.51,39.07
2016,10,6,CENT,88.23,71.47
2016,10,6,NRMN,84.99,56.50
2016,10,6,STIL,86.34,53.01
2016,10,6,TISH,86.02,65.62
2016,10,6,TULN,87.40,61.03
2016,10,6,WOOD,92.95,45.76
2016,10,7,ARD2,66.83,52.66
2016,10,7,BEAV,69.40,36.12
2016,10,7,BOIS,67.21,30.68
2016,10,7,CENT,72.01,50.79
2016,10,7,NRMN,67.77,48.94
2016,10,7,STIL,67.57,45.38
2016,10,7,TISH,66.20,52.47
2016,10,7,TULN,66.90,49.73
2016,10,7,WOOD,68.29,38.79
2016,10,8,ARD2,73.54,47.17
2016,10,8,BEAV,79.66,34.59
2016,10,8,BOIS,73.33,38.00
2016,10,8,CENT,74.64,42.69
2016,10,8,NRMN,73.35,42.55
2016,10,8,STIL,73.09,41.49
2016,10,8,TISH,73.63,48.49
2016,10,8,TULN,73.80,42.86
2016,10,8,WOOD,77.20,37.12
2016,10,9,ARD2,73.13,46.92
2016,10,9,BEAV,75.74,53.87
2016,10,9,BOIS,75.11,50.81
2016,10,9,CENT,75.20,43.01
2016,10,9,NRMN,75.09,51.01
2016,10,9,STIL,77.65,51.80
2016,10,9,TISH,73.06,46.49
2016,10,9,TULN,75.47,49.01
2016,10,9,WOOD,73.56,54.52
2016,10,10,ARD2,77.25,49.10
2016,10,10,BEAV,83.16,53.92
2016,10,10,BOIS,83.19,48.54
2016,10,10,CENT,79.23,46.11
2016,10,10,NRMN,76.59,56.03
2016,10,10,STIL,78.15,57.38
2016,10,10,TISH,76.80,48.47
2016,10,10,TULN,79.59,57.18
2016,10,10,WOOD,80.20,57.22
2016,10,11,ARD2,82.89,55.08
2016,10,11,BEAV,93.34,46.71
2016,10,11,BOIS,86.94,47.17
2016,10,11,CENT,84.40,50.67
2016,10,11,NRMN,83.86,57.81
2016,10,11,STIL,87.28,56.61
2016,10,11,TISH,82.80,48.51
2016,10,11,TULN,85.03,59.43
2016,10,11,WOOD,95.02,58.17
2016,10,12,ARD2,86.25,55.18
2016,10,12,BEAV,64.02,42.06
2016,10,12,BOIS,58.59,40.78
2016,10,12,CENT,86.23,55.56
2016,10,12,NRMN,75.33,54.14
2016,10,12,STIL,71.60,52.34
2016,10,12,TISH,84.76,55.13
2016,10,12,TULN,73.94,51.44
2016,10,12,WOOD,68.94,44.75
2016,10,13,ARD2,63.09,54.03
2016,10,13,BEAV,64.54,37.91
2016,10,13,BOIS,70.70,40.29
2016,10,13,CENT,62.31,54.36
2016,10,13,NRMN,55.65,49.48
2016,10,13,STIL,56.19,46.62
2016,10,13,TISH,62.53,53.58
2016,10,13,TULN,55.74,47.95
2016,10,13,WOOD,56.19,38.28
2016,10,14,ARD2,75.99,53.83
2016,10,14,BEAV,86.90,40.71
2016,10,14,BOIS,86.02,42.86
2016,10,14,CENT,77.09,55.18
2016,10,14,NRMN,74.79,53.24
2016,10,14,STIL,79.00,53.26
2016,10,14,TISH,75.25,55.27
2016,10,14,TULN,73.18,55.13
2016,10,14,WOOD,77.88,50.49
2016,10,15,ARD2,86.09,66.25
2016,10,15,BEAV,95.25,57.56
2016,10,15,BOIS,88.68,48.92
2016,10,15,CENT,86.40,64.60
2016,10,15,NRMN,84.25,64.04
2016,10,15,STIL,86.25,65.71
2016,10,15,TISH,84.88,64.42
2016,10,15,TULN,82.96,65.12
2016,10,15,WOOD,91.42,65.80
2016,10,16,ARD2,88.52,70.84
2016,10,16,BEAV,100.81,41.18
2016,10,16,BOIS,94.55,44.37
2016,10,16,CENT,88.34,69.40
2016,10,16,NRMN,86.68,68.94
2016,10,16,STIL,88.95,70.07
2016,10,16,TISH,86.63,65.30
2016,10,16,TULN,88.02,71.35
2016,10,16,WOOD,93.99,64.27
2016,10,17,ARD2,88.30,72.12
2016,10,17,BEAV,101.28,56.35
2016,10,17,BOIS,95.09,50.97
2016,10,17,CENT,88.54,70.59
2016,10,17,NRMN,88.56,72.34
2016,10,17,STIL,91.20,73.36
2016,10,17,TISH,87.15,70.36
2016,10,17,TULN,89.38,75.07
2016,10,17,WOOD,98.56,63.79
2016,10,18,ARD2,88.18,66.13
2016,10,18,BEAV,76.80,43.04
2016,10,18,BOIS,70.81,38.64
2016,10,18,CENT,87.48,67.59
2016,10,18,NRMN,81.18,61.32
2016,10,18,STIL,81.88,57.81
2016,10,18,TISH,86.16,67.59
2016,10,18,TULN,81.23,64.87
2016,10,18,WOOD,77.76,48.83
2016,10,19,ARD2,86.22,64.90
2016,10,19,BEAV,76.86,40.74
2016,10,19,BOIS,67.17,35.13
2016,10,19,CENT,87.96,67.28
2016,10,19,NRMN,85.24,58.64
2016,10,19,STIL,82.35,57.52
2016,10,19,TISH,86.09,65.57
2016,10,19,TULN,83.80,62.35
2016,10,19,WOOD,79.27,42.37
2016,10,20,ARD2,71.94,51.89
2016,10,20,BEAV,66.47,37.75
2016,10,20,BOIS,61.38,31.88
2016,10,20,CENT,72.64,46.94
2016,10,20,NRMN,70.12,46.24
2016,10,20,STIL,69.62,44.28
2016,10,20,TISH,71.58,49.32
2016,10,20,TULN,68.41,49.51
2016,10,20,WOOD,67.78,42.12
2016,10,21,ARD2,70.32,45.79
2016,10,21,BEAV,80.98,37.97
2016,10,21,BOIS,80.37,34.95
2016,10,21,CENT,71.51,40.42
2016,10,21,NRMN,70.29,39.37
